 time            v(16)           v(1)           
 1.14028000e-05 -2.71171403e-01 -8.06423963e-01 
 1.14128000e-05 -2.82381322e-01 -7.97036146e-01 
 1.14228000e-05 -2.93521799e-01 -7.87451673e-01 
 1.14328000e-05 -3.04590084e-01 -7.77672907e-01 
 1.14428000e-05 -3.15583447e-01 -7.67702262e-01 
 1.14528000e-05 -3.26499174e-01 -7.57542198e-01 
 1.14628000e-05 -3.37334573e-01 -7.47195222e-01 
 1.14728000e-05 -3.48086970e-01 -7.36663887e-01 
 1.14828000e-05 -3.58753712e-01 -7.25950791e-01 
 1.14928000e-05 -3.69332167e-01 -7.15058577e-01 
 1.15028000e-05 -3.79819725e-01 -7.03989934e-01 
 1.15128000e-05 -3.90213798e-01 -6.92747591e-01 
 1.15228000e-05 -4.00511823e-01 -6.81334324e-01 
 1.15328000e-05 -4.10711257e-01 -6.69752947e-01 
 1.15428000e-05 -4.20809585e-01 -6.58006319e-01 
 1.15528000e-05 -4.30804316e-01 -6.46097337e-01 
 1.15628000e-05 -4.40692984e-01 -6.34028941e-01 
 1.15728000e-05 -4.50473149e-01 -6.21804108e-01 
 1.15828000e-05 -4.60142399e-01 -6.09425853e-01 
 1.15928000e-05 -4.69698347e-01 -5.96897232e-01 
 1.16028000e-05 -4.79138638e-01 -5.84221336e-01 
 1.16128000e-05 -4.88460942e-01 -5.71401292e-01 
 1.16228000e-05 -4.97662959e-01 -5.58440263e-01 
 1.16328000e-05 -5.06742420e-01 -5.45341447e-01 
 1.16428000e-05 -5.15697085e-01 -5.32108076e-01 
 1.16528000e-05 -5.24524745e-01 -5.18743416e-01 
 1.16628000e-05 -5.33223222e-01 -5.05250763e-01 
 1.16728000e-05 -5.41790373e-01 -4.91633448e-01 
 1.16828000e-05 -5.50224082e-01 -4.77894829e-01 
 1.16928000e-05 -5.58522270e-01 -4.64038297e-01 
 1.17028000e-05 -5.66682891e-01 -4.50067270e-01 
 1.17128000e-05 -5.74703931e-01 -4.35985196e-01 
 1.17228000e-05 -5.82583413e-01 -4.21795549e-01 
 1.17328000e-05 -5.90319392e-01 -4.07501830e-01 
 1.17428000e-05 -5.97909962e-01 -3.93107567e-01 
 1.17528000e-05 -6.05353250e-01 -3.78616310e-01 
 1.17628000e-05 -6.12647421e-01 -3.64031635e-01 
 1.17728000e-05 -6.19790675e-01 -3.49357140e-01 
 1.17828000e-05 -6.26781252e-01 -3.34596447e-01 
 1.17928000e-05 -6.33617427e-01 -3.19753198e-01 
 1.18028000e-05 -6.40297514e-01 -3.04831054e-01 
 1.18128000e-05 -6.46819866e-01 -2.89833698e-01 
 1.18228000e-05 -6.53182875e-01 -2.74764829e-01 
 1.18328000e-05 -6.59384972e-01 -2.59628166e-01 
 1.18428000e-05 -6.65424627e-01 -2.44427444e-01 
 1.18528000e-05 -6.71300351e-01 -2.29166413e-01 
 1.18628000e-05 -6.77010696e-01 -2.13848839e-01 
 1.18728000e-05 -6.82554252e-01 -1.98478501e-01 
 1.18828000e-05 -6.87929654e-01 -1.83059191e-01 
 1.18928000e-05 -6.93135576e-01 -1.67594714e-01 
 1.19028000e-05 -6.98170734e-01 -1.52088886e-01 
 1.19128000e-05 -7.03033887e-01 -1.36545532e-01 
 1.19228000e-05 -7.07723836e-01 -1.20968487e-01 
 1.19328000e-05 -7.12239423e-01 -1.05361595e-01 
 1.19428000e-05 -7.16579537e-01 -8.97287070e-02 
 1.19528000e-05 -7.20743107e-01 -7.40736796e-02 
 1.19628000e-05 -7.24729106e-01 -5.84003755e-02 
 1.19728000e-05 -7.28536551e-01 -4.27126621e-02 
 1.19828000e-05 -7.32164504e-01 -2.70144100e-02 
 1.19928000e-05 -7.35612071e-01 -1.13094924e-02 
 1.20028000e-05 -7.38878400e-01  4.39821553e-03 
 1.20128000e-05 -7.41962688e-01  2.01048383e-02 
 1.20228000e-05 -7.44864173e-01  3.58065005e-02 
 1.20328000e-05 -7.47582139e-01  5.14993281e-02 
 1.20428000e-05 -7.50115918e-01  6.71794489e-02 
 1.20528000e-05 -7.52464885e-01  8.28429942e-02 
 1.20628000e-05 -7.54628459e-01  9.84860992e-02 
 1.20728000e-05 -7.56606107e-01  1.14104904e-01 
 1.20828000e-05 -7.58397343e-01  1.29695556e-01 
 1.20928000e-05 -7.60001724e-01  1.45254207e-01 
 1.21028000e-05 -7.61418854e-01  1.60777018e-01 
 1.21128000e-05 -7.62648385e-01  1.76260160e-01 
 1.21228000e-05 -7.63690012e-01  1.91699813e-01 
 1.21328000e-05 -7.64543480e-01  2.07092167e-01 
 1.21428000e-05 -7.65208577e-01  2.22433424e-01 
 1.21528000e-05 -7.65685139e-01  2.37719798e-01 
 1.21628000e-05 -7.65973050e-01  2.52947519e-01 
 1.21728000e-05 -7.66072237e-01  2.68112829e-01 
 1.21828000e-05 -7.65982676e-01  2.83211986e-01 
 1.21928000e-05 -7.65704389e-01  2.98241265e-01 
 1.22028000e-05 -7.65237445e-01  3.13196957e-01 
 1.22128000e-05 -7.64581959e-01  3.28075373e-01 
 1.22228000e-05 -7.63738091e-01  3.42872840e-01 
 1.22328000e-05 -7.62706050e-01  3.57585709e-01 
 1.22428000e-05 -7.61486091e-01  3.72210349e-01 
 1.22528000e-05 -7.60078513e-01  3.86743152e-01 
 1.22628000e-05 -7.58483664e-01  4.01180532e-01 
 1.22728000e-05 -7.56701937e-01  4.15518926e-01 
 1.22828000e-05 -7.54733770e-01  4.29754798e-01 
 1.22928000e-05 -7.52579649e-01  4.43884634e-01 
 1.23028000e-05 -7.50240105e-01  4.57904947e-01 
 1.23128000e-05 -7.47715714e-01  4.71812280e-01 
 1.23228000e-05 -7.45007099e-01  4.85603200e-01 
 1.23328000e-05 -7.42114927e-01  4.99274305e-01 
 1.23428000e-05 -7.39039911e-01  5.12822221e-01 
 1.23528000e-05 -7.35782809e-01  5.26243606e-01 
 1.23628000e-05 -7.32344424e-01  5.39535149e-01 
 1.23728000e-05 -7.28725604e-01  5.52693569e-01 
 1.23828000e-05 -7.24927240e-01  5.65715620e-01 
 1.23928000e-05 -7.20950269e-01  5.78598089e-01 
 1.24028000e-05 -7.16795671e-01  5.91337798e-01 
 1.24128000e-05 -7.12464471e-01  6.03931603e-01 
 1.24228000e-05 -7.07957737e-01  6.16376398e-01 
 1.24328000e-05 -7.03276579e-01  6.28669110e-01 
 1.24428000e-05 -6.98422151e-01  6.40806708e-01 
 1.24528000e-05 -6.93395651e-01  6.52786196e-01 
 1.24628000e-05 -6.88198318e-01  6.64604619e-01 
 1.24728000e-05 -6.82831432e-01  6.76259061e-01 
 1.24828000e-05 -6.77296318e-01  6.87746646e-01 
 1.24928000e-05 -6.71594340e-01  6.99064540e-01 
 1.25028000e-05 -6.65726904e-01  7.10209950e-01 
 1.25128000e-05 -6.59695457e-01  7.21180126e-01 
 1.25228000e-05 -6.53501487e-01  7.31972362e-01 
 1.25328000e-05 -6.47146519e-01  7.42583995e-01 
 1.25428000e-05 -6.40632122e-01  7.53012407e-01 
 1.25528000e-05 -6.33959903e-01  7.63255023e-01 
 1.25628000e-05 -6.27131505e-01  7.73309318e-01 
 1.25728000e-05 -6.20148614e-01  7.83172811e-01 
 1.25828000e-05 -6.13012951e-01  7.92843067e-01 
 1.25928000e-05 -6.05726277e-01  8.02317701e-01 
 1.26028000e-05 -5.98290388e-01  8.11594376e-01 
 1.26128000e-05 -5.90707118e-01  8.20670801e-01 
 1.26228000e-05 -5.82978337e-01  8.29544738e-01 
 1.26328000e-05 -5.75105952e-01  8.38213998e-01 
 1.26428000e-05 -5.67091904e-01  8.46676441e-01 
 1.26528000e-05 -5.58938171e-01  8.54929979e-01 
 1.26628000e-05 -5.50646762e-01  8.62972576e-01 
 1.26728000e-05 -5.42219724e-01  8.70802247e-01 
 1.26828000e-05 -5.33659135e-01  8.78417061e-01 
 1.26928000e-05 -5.24967106e-01  8.85815138e-01 
 1.27028000e-05 -5.16145783e-01  8.92994654e-01 
 1.27128000e-05 -5.07197340e-01  8.99953837e-01 
 1.27228000e-05 -4.98123985e-01  9.06690970e-01 
 1.27328000e-05 -4.88927957e-01  9.13204390e-01 
 1.27428000e-05 -4.79611524e-01  9.19492491e-01 
 1.27528000e-05 -4.70176985e-01  9.25553721e-01 
 1.27628000e-05 -4.60626667e-01  9.31386584e-01 
 1.27728000e-05 -4.50962926e-01  9.36989642e-01 
 1.27828000e-05 -4.41188147e-01  9.42361511e-01 
 1.27928000e-05 -4.31304740e-01  9.47500867e-01 
 1.28028000e-05 -4.21315146e-01  9.52406441e-01 
 1.28128000e-05 -4.11221827e-01  9.57077023e-01 
 1.28228000e-05 -4.01027276e-01  9.61511461e-01 
 1.28328000e-05 -3.90734006e-01  9.65708660e-01 
 1.28428000e-05 -3.80344558e-01  9.69667585e-01 
 1.28528000e-05 -3.69861495e-01  9.73387258e-01 
 1.28628000e-05 -3.59287405e-01  9.76866764e-01 
 1.28728000e-05 -3.48624896e-01  9.80105242e-01 
 1.28828000e-05 -3.37876599e-01  9.83101893e-01 
 1.28928000e-05 -3.27045167e-01  9.85855979e-01 
 1.29028000e-05 -3.16133272e-01  9.88366820e-01 
 1.29128000e-05 -3.05143607e-01  9.90633796e-01 
 1.29228000e-05 -2.94078884e-01  9.92656348e-01 
 1.29328000e-05 -2.82941833e-01  9.94433977e-01 
 1.29428000e-05 -2.71735204e-01  9.95966244e-01 
 1.29528000e-05 -2.60461761e-01  9.97252771e-01 
 1.29628000e-05 -2.49124287e-01  9.98293242e-01 
 1.29728000e-05 -2.37725579e-01  9.99087398e-01 
 1.29828000e-05 -2.26268451e-01  9.99635044e-01 
 1.29928000e-05 -2.14755730e-01  9.99936046e-01 
 1.30028000e-05 -2.03190257e-01  9.99990328e-01 
 1.30128000e-05 -1.91574887e-01  9.99797877e-01 
 1.30228000e-05 -1.79912486e-01  9.99358742e-01 
 1.30328000e-05 -1.68205934e-01  9.98673029e-01 
 1.30428000e-05 -1.56458118e-01  9.97740909e-01 
 1.30528000e-05 -1.44671938e-01  9.96562611e-01 
 1.30628000e-05 -1.32850303e-01  9.95138427e-01 
 1.30728000e-05 -1.20996132e-01  9.93468707e-01 
 1.30828000e-05 -1.09112348e-01  9.91553863e-01 
 1.30928000e-05 -9.72018866e-02  9.89394368e-01 
 1.31028000e-05 -8.52676861e-02  9.86990755e-01 
 1.31128000e-05 -7.33126923e-02  9.84343617e-01 
 1.31228000e-05 -6.13398557e-02  9.81453606e-01 
 1.31328000e-05 -4.93521315e-02  9.78321437e-01 
 1.31428000e-05 -3.73524783e-02  9.74947882e-01 
 1.31528000e-05 -2.53438578e-02  9.71333772e-01 
 1.31628000e-05 -1.33292338e-02  9.67480001e-01 
 1.31728000e-05 -1.31157174e-03  9.63387519e-01 
 1.31828000e-05  1.07061623e-02  9.59057335e-01 
 1.31928000e-05  2.27210023e-02  9.54490517e-01 
 1.32028000e-05  3.47299827e-02  9.49688194e-01 
 1.32128000e-05  4.67301397e-02  9.44651549e-01 
 1.32228000e-05  5.87185115e-02  9.39381826e-01 
 1.32328000e-05  7.06921394e-02  9.33880324e-01 
 1.32428000e-05  8.26480681e-02  9.28148402e-01 
 1.32528000e-05  9.45833468e-02  9.22187472e-01 
 1.32628000e-05  1.06495030e-01  9.15999007e-01 
 1.32728000e-05  1.18380178e-01  9.09584533e-01 
 1.32828000e-05  1.30235857e-01  9.02945632e-01 
 1.32928000e-05  1.42059141e-01  8.96083943e-01 
 1.33028000e-05  1.53847113e-01  8.89001158e-01 
 1.33128000e-05  1.65596863e-01  8.81699026e-01 
 1.33228000e-05  1.77305491e-01  8.74179348e-01 
 1.33328000e-05  1.88970109e-01  8.66443979e-01 
 1.33428000e-05  2.00587837e-01  8.58494828e-01 
 1.33528000e-05  2.12155808e-01  8.50333856e-01 
 1.33628000e-05  2.23671167e-01  8.41963077e-01 
 1.33728000e-05  2.35131073e-01  8.33384557e-01 
 1.33828000e-05  2.46532698e-01  8.24600411e-01 
 1.33928000e-05  2.57873228e-01  8.15612807e-01 
 1.34028000e-05  2.69149864e-01  8.06423963e-01 
 1.34128000e-05  2.80359824e-01  7.97036146e-01 
 1.34228000e-05  2.91500343e-01  7.87451673e-01 
 1.34328000e-05  3.02568669e-01  7.77672907e-01 
 1.34428000e-05  3.13562074e-01  7.67702262e-01 
 1.34528000e-05  3.24477843e-01  7.57542198e-01 
 1.34628000e-05  3.35313284e-01  7.47195222e-01 
 1.34728000e-05  3.46065723e-01  7.36663887e-01 
 1.34828000e-05  3.56732507e-01  7.25950791e-01 
 1.34928000e-05  3.67311004e-01  7.15058577e-01 
 1.35028000e-05  3.77798604e-01  7.03989934e-01 
 1.35128000e-05  3.88192720e-01  6.92747591e-01 
 1.35228000e-05  3.98490786e-01  6.81334324e-01 
 1.35328000e-05  4.08690263e-01  6.69752947e-01 
 1.35428000e-05  4.18788633e-01  6.58006319e-01 
 1.35528000e-05  4.28783407e-01  6.46097337e-01 
 1.35628000e-05  4.38672117e-01  6.34028941e-01 
 1.35728000e-05  4.48452324e-01  6.21804108e-01 
 1.35828000e-05  4.58121616e-01  6.09425853e-01 
 1.35928000e-05  4.67677608e-01  5.96897232e-01 
 1.36028000e-05  4.77117941e-01  5.84221336e-01 
 1.36128000e-05  4.86440287e-01  5.71401292e-01 
 1.36228000e-05  4.95642347e-01  5.58440263e-01 
 1.36328000e-05  5.04721850e-01  5.45341447e-01 
 1.36428000e-05  5.13676558e-01  5.32108076e-01 
 1.36528000e-05  5.22504260e-01  5.18743416e-01 
 1.36628000e-05  5.31202781e-01  5.05250763e-01 
 1.36728000e-05  5.39769974e-01  4.91633448e-01 
 1.36828000e-05  5.48203726e-01  4.77894829e-01 
 1.36928000e-05  5.56501956e-01  4.64038297e-01 
 1.37028000e-05  5.64662620e-01  4.50067270e-01 
 1.37128000e-05  5.72683703e-01  4.35985196e-01 
 1.37228000e-05  5.80563227e-01  4.21795549e-01 
 1.37328000e-05  5.88299249e-01  4.07501830e-01 
 1.37428000e-05  5.95889862e-01  3.93107567e-01 
 1.37528000e-05  6.03333192e-01  3.78616310e-01 
 1.37628000e-05  6.10627405e-01  3.64031635e-01 
 1.37728000e-05  6.17770702e-01  3.49357140e-01 
 1.37828000e-05  6.24761321e-01  3.34596447e-01 
 1.37928000e-05  6.31597538e-01  3.19753198e-01 
 1.38028000e-05  6.38277668e-01  3.04831054e-01 
 1.38128000e-05  6.44800062e-01  2.89833698e-01 
 1.38228000e-05  6.51163114e-01  2.74764829e-01 
 1.38328000e-05  6.57365253e-01  2.59628166e-01 
 1.38428000e-05  6.63404950e-01  2.44427444e-01 
 1.38528000e-05  6.69280716e-01  2.29166413e-01 
 1.38628000e-05  6.74991103e-01  2.13848839e-01 
 1.38728000e-05  6.80534701e-01  1.98478501e-01 
 1.38828000e-05  6.85910145e-01  1.83059191e-01 
 1.38928000e-05  6.91116109e-01  1.67594714e-01 
 1.39028000e-05  6.96151309e-01  1.52088886e-01 
 1.39128000e-05  7.01014503e-01  1.36545532e-01 
 1.39228000e-05  7.05704493e-01  1.20968487e-01 
 1.39328000e-05  7.10220123e-01  1.05361595e-01 
 1.39428000e-05  7.14560278e-01  8.97287070e-02 
 1.39528000e-05  7.18723889e-01  7.40736796e-02 
 1.39628000e-05  7.22709929e-01  5.84003755e-02 
 1.39728000e-05  7.26517416e-01  4.27126621e-02 
 1.39828000e-05  7.30145410e-01  2.70144100e-02 
 1.39928000e-05  7.33593017e-01  1.13094924e-02 
 1.40028000e-05  7.36859388e-01 -4.39821553e-03 
 1.40128000e-05  7.39943716e-01 -2.01048383e-02 
 1.40228000e-05  7.42845242e-01 -3.58065005e-02 
 1.40328000e-05  7.45563249e-01 -5.14993281e-02 
 1.40428000e-05  7.48097069e-01 -6.71794489e-02 
 1.40528000e-05  7.50446075e-01 -8.28429942e-02 
 1.40628000e-05  7.52609690e-01 -9.84860992e-02 
 1.40728000e-05  7.54587378e-01 -1.14104904e-01 
 1.40828000e-05  7.56378654e-01 -1.29695556e-01 
 1.40928000e-05  7.57983075e-01 -1.45254207e-01 
 1.41028000e-05  7.59400245e-01 -1.60777018e-01 
 1.41128000e-05  7.60629815e-01 -1.76260160e-01 
 1.41228000e-05  7.61671483e-01 -1.91699813e-01 
 1.41328000e-05  7.62524990e-01 -2.07092167e-01 
 1.41428000e-05  7.63190126e-01 -2.22433424e-01 
 1.41528000e-05  7.63666728e-01 -2.37719798e-01 
 1.41628000e-05  7.63954678e-01 -2.52947519e-01 
 1.41728000e-05  7.64053904e-01 -2.68112829e-01 
 1.41828000e-05  7.63964382e-01 -2.83211986e-01 
 1.41928000e-05  7.63686134e-01 -2.98241265e-01 
 1.42028000e-05  7.63219229e-01 -3.13196957e-01 
 1.42128000e-05  7.62563781e-01 -3.28075373e-01 
 1.42228000e-05  7.61719952e-01 -3.42872840e-01 
 1.42328000e-05  7.60687950e-01 -3.57585709e-01 
 1.42428000e-05  7.59468029e-01 -3.72210349e-01 
 1.42528000e-05  7.58060490e-01 -3.86743152e-01 
 1.42628000e-05  7.56465679e-01 -4.01180532e-01 
 1.42728000e-05  7.54683989e-01 -4.15518926e-01 
 1.42828000e-05  7.52715860e-01 -4.29754798e-01 
 1.42928000e-05  7.50561777e-01 -4.43884634e-01 
 1.43028000e-05  7.48222271e-01 -4.57904947e-01 
 1.43128000e-05  7.45697918e-01 -4.71812280e-01 
 1.43228000e-05  7.42989340e-01 -4.85603200e-01 
 1.43328000e-05  7.40097206e-01 -4.99274305e-01 
 1.43428000e-05  7.37022227e-01 -5.12822221e-01 
 1.43528000e-05  7.33765163e-01 -5.26243606e-01 
 1.43628000e-05  7.30326815e-01 -5.39535149e-01 
 1.43728000e-05  7.26708031e-01 -5.52693569e-01 
 1.43828000e-05  7.22909705e-01 -5.65715620e-01 
 1.43928000e-05  7.18932771e-01 -5.78598089e-01 
 1.44028000e-05  7.14778210e-01 -5.91337798e-01 
 1.44128000e-05  7.10447047e-01 -6.03931603e-01 
 1.44228000e-05  7.05940349e-01 -6.16376398e-01 
 1.44328000e-05  7.01259228e-01 -6.28669110e-01 
 1.44428000e-05  6.96404837e-01 -6.40806708e-01 
 1.44528000e-05  6.91378373e-01 -6.52786196e-01 
 1.44628000e-05  6.86181076e-01 -6.64604619e-01 
 1.44728000e-05  6.80814227e-01 -6.76259061e-01 
 1.44828000e-05  6.75279149e-01 -6.87746646e-01 
 1.44928000e-05  6.69577208e-01 -6.99064540e-01 
 1.45028000e-05  6.63709808e-01 -7.10209950e-01 
 1.45128000e-05  6.57678397e-01 -7.21180126e-01 
 1.45228000e-05  6.51484463e-01 -7.31972362e-01 
 1.45328000e-05  6.45129531e-01 -7.42583995e-01 
 1.45428000e-05  6.38615171e-01 -7.53012407e-01 
 1.45528000e-05  6.31942987e-01 -7.63255023e-01 
 1.45628000e-05  6.25114625e-01 -7.73309318e-01 
 1.45728000e-05  6.18131770e-01 -7.83172811e-01 
 1.45828000e-05  6.10996143e-01 -7.92843067e-01 
 1.45928000e-05  6.03709505e-01 -8.02317701e-01 
 1.46028000e-05  5.96273651e-01 -8.11594376e-01 
 1.46128000e-05  5.88690417e-01 -8.20670801e-01 
 1.46228000e-05  5.80961672e-01 -8.29544738e-01 
 1.46328000e-05  5.73089323e-01 -8.38213998e-01 
 1.46428000e-05  5.65075311e-01 -8.46676441e-01 
 1.46528000e-05  5.56921613e-01 -8.54929979e-01 
 1.46628000e-05  5.48630241e-01 -8.62972576e-01 
 1.46728000e-05  5.40203238e-01 -8.70802247e-01 
 1.46828000e-05  5.31642685e-01 -8.78417061e-01 
 1.46928000e-05  5.22950692e-01 -8.85815138e-01 
 1.47028000e-05  5.14129404e-01 -8.92994654e-01 
 1.47128000e-05  5.05180997e-01 -8.99953837e-01 
 1.47228000e-05  4.96107679e-01 -9.06690970e-01 
 1.47328000e-05  4.86911686e-01 -9.13204390e-01 
 1.47428000e-05  4.77595290e-01 -9.19492491e-01 
 1.47528000e-05  4.68160786e-01 -9.25553721e-01 
 1.47628000e-05  4.58610504e-01 -9.31386584e-01 
 1.47728000e-05  4.48946799e-01 -9.36989642e-01 
 1.47828000e-05  4.39172056e-01 -9.42361511e-01 
 1.47928000e-05  4.29288686e-01 -9.47500867e-01 
 1.48028000e-05  4.19299127e-01 -9.52406441e-01 
 1.48128000e-05  4.09205845e-01 -9.57077023e-01 
 1.48228000e-05  3.99011330e-01 -9.61511461e-01 
 1.48328000e-05  3.88718096e-01 -9.65708660e-01 
 1.48428000e-05  3.78328685e-01 -9.69667585e-01 
 1.48528000e-05  3.67845659e-01 -9.73387258e-01 
 1.48628000e-05  3.57271605e-01 -9.76866764e-01 
 1.48728000e-05  3.46609132e-01 -9.80105242e-01 
 1.48828000e-05  3.35860872e-01 -9.83101893e-01 
 1.48928000e-05  3.25029476e-01 -9.85855979e-01 
 1.49028000e-05  3.14117618e-01 -9.88366820e-01 
 1.49128000e-05  3.03127990e-01 -9.90633796e-01 
 1.49228000e-05  2.92063304e-01 -9.92656348e-01 
 1.49328000e-05  2.80926291e-01 -9.94433977e-01 
 1.49428000e-05  2.69719699e-01 -9.95966244e-01 
 1.49528000e-05  2.58446293e-01 -9.97252771e-01 
 1.49628000e-05  2.47108856e-01 -9.98293242e-01 
 1.49728000e-05  2.35710186e-01 -9.99087398e-01 
 1.49828000e-05  2.24253095e-01 -9.99635044e-01 
 1.49928000e-05  2.12740411e-01 -9.99936046e-01 
 1.50028000e-05  2.01174976e-01 -9.99990328e-01 
 1.50128000e-05  1.89559644e-01 -9.99797877e-01 
 1.50228000e-05  1.77897282e-01 -9.99358742e-01 
 1.50328000e-05  1.66190767e-01 -9.98673029e-01 
 1.50428000e-05  1.54442989e-01 -9.97740909e-01 
 1.50528000e-05  1.42656847e-01 -9.96562611e-01 
 1.50628000e-05  1.30835251e-01 -9.95138427e-01 
 1.50728000e-05  1.18981118e-01 -9.93468707e-01 
 1.50828000e-05  1.07097373e-01 -9.91553863e-01 
 1.50928000e-05  9.51869499e-02 -9.89394368e-01 
 1.51028000e-05  8.32527882e-02 -9.86990755e-01 
 1.51128000e-05  7.12978332e-02 -9.84343617e-01 
 1.51228000e-05  5.93250356e-02 -9.81453606e-01 
 1.51328000e-05  4.73373504e-02 -9.78321437e-01 
 1.51428000e-05  3.53377364e-02 -9.74947882e-01 
 1.51528000e-05  2.33291552e-02 -9.71333772e-01 
 1.51628000e-05  1.13145706e-02 -9.67480001e-01 
 1.51728000e-05 -7.03051904e-04 -9.63387519e-01 
 1.51828000e-05 -1.27207463e-02 -9.59057335e-01 
 1.51928000e-05 -2.47355465e-02 -9.54490517e-01 
 1.52028000e-05 -3.67444871e-02 -9.49688194e-01 
 1.52128000e-05 -4.87446042e-02 -9.44651549e-01 
 1.52228000e-05 -6.07329359e-02 -9.39381826e-01 
 1.52328000e-05 -7.27065236e-02 -9.33880324e-01 
 1.52428000e-05 -8.46624120e-02 -9.28148402e-01 
 1.52528000e-05 -9.65976504e-02 -9.22187472e-01 
 1.52628000e-05 -1.08509293e-01 -9.15999007e-01 
 1.52728000e-05 -1.20394400e-01 -9.09584533e-01 
 1.52828000e-05 -1.32250038e-01 -9.02945632e-01 
 1.52928000e-05 -1.44073282e-01 -8.96083943e-01 
 1.53028000e-05 -1.55861213e-01 -8.89001158e-01 
 1.53128000e-05 -1.67610922e-01 -8.81699026e-01 
 1.53228000e-05 -1.79319509e-01 -8.74179348e-01 
 1.53328000e-05 -1.90984086e-01 -8.66443979e-01 
 1.53428000e-05 -2.02601772e-01 -8.58494828e-01 
 1.53528000e-05 -2.14169702e-01 -8.50333856e-01 
 1.53628000e-05 -2.25685019e-01 -8.41963077e-01 
 1.53728000e-05 -2.37144884e-01 -8.33384557e-01 
 1.53828000e-05 -2.48546467e-01 -8.24600411e-01 
 1.53928000e-05 -2.59886955e-01 -8.15612807e-01 
 1.54028000e-05 -2.71163550e-01 -8.06423963e-01 
 1.54128000e-05 -2.82373468e-01 -7.97036146e-01 
 1.54228000e-05 -2.93513945e-01 -7.87451673e-01 
 1.54328000e-05 -3.04582229e-01 -7.77672907e-01 
 1.54428000e-05 -3.15575592e-01 -7.67702262e-01 
 1.54528000e-05 -3.26491319e-01 -7.57542198e-01 
 1.54628000e-05 -3.37326718e-01 -7.47195222e-01 
 1.54728000e-05 -3.48079115e-01 -7.36663887e-01 
 1.54828000e-05 -3.58745856e-01 -7.25950791e-01 
 1.54928000e-05 -3.69324311e-01 -7.15058577e-01 
 1.55028000e-05 -3.79811868e-01 -7.03989934e-01 
 1.55128000e-05 -3.90205941e-01 -6.92747591e-01 
 1.55228000e-05 -4.00503965e-01 -6.81334324e-01 
 1.55328000e-05 -4.10703399e-01 -6.69752947e-01 
 1.55428000e-05 -4.20801727e-01 -6.58006319e-01 
 1.55528000e-05 -4.30796458e-01 -6.46097337e-01 
 1.55628000e-05 -4.40685125e-01 -6.34028941e-01 
 1.55728000e-05 -4.50465290e-01 -6.21804108e-01 
 1.55828000e-05 -4.60134539e-01 -6.09425853e-01 
 1.55928000e-05 -4.69690488e-01 -5.96897232e-01 
 1.56028000e-05 -4.79130778e-01 -5.84221336e-01 
 1.56128000e-05 -4.88453082e-01 -5.71401292e-01 
 1.56228000e-05 -4.97655099e-01 -5.58440263e-01 
 1.56328000e-05 -5.06734559e-01 -5.45341447e-01 
 1.56428000e-05 -5.15689224e-01 -5.32108076e-01 
 1.56528000e-05 -5.24516884e-01 -5.18743416e-01 
 1.56628000e-05 -5.33215362e-01 -5.05250763e-01 
 1.56728000e-05 -5.41782512e-01 -4.91633448e-01 
 1.56828000e-05 -5.50216221e-01 -4.77894829e-01 
 1.56928000e-05 -5.58514409e-01 -4.64038297e-01 
 1.57028000e-05 -5.66675029e-01 -4.50067270e-01 
 1.57128000e-05 -5.74696070e-01 -4.35985196e-01 
 1.57228000e-05 -5.82575551e-01 -4.21795549e-01 
 1.57328000e-05 -5.90311531e-01 -4.07501830e-01 
 1.57428000e-05 -5.97902100e-01 -3.93107567e-01 
 1.57528000e-05 -6.05345388e-01 -3.78616310e-01 
 1.57628000e-05 -6.12639559e-01 -3.64031635e-01 
 1.57728000e-05 -6.19782813e-01 -3.49357140e-01 
 1.57828000e-05 -6.26773390e-01 -3.34596447e-01 
 1.57928000e-05 -6.33609564e-01 -3.19753198e-01 
 1.58028000e-05 -6.40289651e-01 -3.04831054e-01 
 1.58128000e-05 -6.46812004e-01 -2.89833698e-01 
 1.58228000e-05 -6.53175013e-01 -2.74764829e-01 
 1.58328000e-05 -6.59377110e-01 -2.59628166e-01 
 1.58428000e-05 -6.65416765e-01 -2.44427444e-01 
 1.58528000e-05 -6.71292489e-01 -2.29166413e-01 
 1.58628000e-05 -6.77002833e-01 -2.13848839e-01 
 1.58728000e-05 -6.82546390e-01 -1.98478501e-01 
 1.58828000e-05 -6.87921792e-01 -1.83059191e-01 
 1.58928000e-05 -6.93127714e-01 -1.67594714e-01 
 1.59028000e-05 -6.98162872e-01 -1.52088886e-01 
 1.59128000e-05 -7.03026025e-01 -1.36545532e-01 
 1.59228000e-05 -7.07715973e-01 -1.20968487e-01 
 1.59328000e-05 -7.12231561e-01 -1.05361595e-01 
 1.59428000e-05 -7.16571675e-01 -8.97287070e-02 
 1.59528000e-05 -7.20735245e-01 -7.40736796e-02 
 1.59628000e-05 -7.24721244e-01 -5.84003755e-02 
 1.59728000e-05 -7.28528689e-01 -4.27126621e-02 
 1.59828000e-05 -7.32156642e-01 -2.70144100e-02 
 1.59928000e-05 -7.35604209e-01 -1.13094924e-02 
 1.60028000e-05 -7.38870538e-01  4.39821553e-03 
 1.60128000e-05 -7.41954826e-01  2.01048383e-02 
 1.60228000e-05 -7.44856311e-01  3.58065005e-02 
 1.60328000e-05 -7.47574278e-01  5.14993281e-02 
